Data;Cod articol;Denumire articol;Locatie sursa;Locatie destinatie;Palet sursa;Palet destinatie;Numar comanda;Depozit;Partener;Tip operatiune;Cantitate;Persoana;Cod-motiv;Document intrare;Document comanda;Lot;UM;Proprietar;Detalii
16/02/2026 12:33:00;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";;REC100;;154261;IN2995;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;132000;MIHAI PREDA;;202601744;NIR04704;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
16/02/2026 12:33:29;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";;REC100;;154260;IN2995;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;110000;MIHAI PREDA;;202601744;NIR04704;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
16/02/2026 12:47:11;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";REC100;DEPAMBG;154260;154260;M8__7474A771;Depozit Principal;;Mutare intre gestiuni;110000;MIHAI PREDA;;;;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
16/02/2026 12:47:23;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";REC100;DEPAMBG;154261;154261;M8__7474A771;Depozit Principal;;Mutare intre gestiuni;132000;MIHAI PREDA;;;;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
31/03/2026 12:07:22;40003;ETICHETE DIRECT TERMICE 90x60MM;;REC100;;168792;IN3280;Depozit Principal;ALL4LABELS BUCHAREST S.R.L.;Receptie;185000;MIHAI PREDA;;2844958;NIR05147;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;
31/03/2026 12:07:40;40003;ETICHETE DIRECT TERMICE 90x60MM;;REC100;;168792;IN3280;Depozit Principal;ALL4LABELS BUCHAREST S.R.L.;Receptie;53580;MIHAI PREDA;;2844958;NIR05147;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;
31/03/2026 12:09:46;40003;ETICHETE DIRECT TERMICE 90x60MM;REC100;DEPAMBF;168792;168792;M8__42585A40;Depozit Principal;;Mutare intre gestiuni;238580;MIHAI PREDA;;;;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;
02/04/2026 05:00:56;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMBG;DEPAMB;154261;;M8__42585A40;Depozit Principal;;Mutare intre gestiuni;132000;MIHAI PREDA;;;;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
13/04/2026 11:43:07;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMBF;DEPAMB;168792;;M31__F619CF60;Depozit Principal;;Mutare intre gestiuni;238580;Adrian Oprea;;;;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;
23/04/2026 13:38:42;60001;GAZ ALIMENTAR ALISOL;;DEPAMB;;;IN3427;Depozit Principal;SOL ROMANIA S.A.;Receptie;428.16;MIHAI PREDA;;1504260258;NIR05342;260423;M3;Oceanis Seafood Europa S.R.L.;
30/04/2026 17:03:52;40021;ETICHETE IMPRIMATE 90*60MM PASTRAV CURCUBEU LIDL;;DEPAMB;;;IN3472;Depozit Principal;ALL4LABELS BUCHAREST S.R.L.;Receptie;100080;Adrian Oprea;;2848445;NIR05425;260430;BUCATA;Oceanis Seafood Europa S.R.L.;
04/05/2026 21:38:57;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMBG;DEPAMB;154260;;M8__A1E04D80;Depozit Principal;;Mutare intre gestiuni;110000;Andrei Bodirlau;;;;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;
06/05/2026 16:19:17;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;DEPAMB;;;IN3511;Depozit Principal;DUNAPACK RAMBOX PRODIMPEX SRL;Receptie;5540;Razvan Nistor;;7168811;NIR05468;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:31:36;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMB;;;179845;M8__DC965443;Depozit Principal;;Mutare;4640;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:32:44;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179844;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:33:57;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179843;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:34:22;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179842;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:34:43;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179841;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:35:05;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179840;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:35:25;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179839;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:35:48;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179838;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:36:24;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179837;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:36:42;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179836;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:37:08;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179835;M8__DC965443;Depozit Principal;;Mutare;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:37:38;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;;ULMA;179845;179834;M8__DC965443;Depozit Principal;;Mutare;140;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:39:49;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179844;179844;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:39:54;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179843;179843;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:39:57;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179842;179842;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:00;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179841;179841;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:05;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179840;179840;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:08;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179839;179839;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:12;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179838;179838;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:15;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179837;179837;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:19;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179836;179836;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:22;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179835;179835;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 06:40:25;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;ULMA;DEPAMBC;179834;179834;M8__DC965443;Depozit Principal;;Mutare intre gestiuni;140;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 10:44:06;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMBC;DEPAMB;179834;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;140;Razvan Nistor;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180022;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180021;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180020;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180019;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180018;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180017;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:00:45;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180016;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3600;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:03:16;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;;REC100;;180015;IN3512;Depozit Principal;MICRO GRUP DISTRIBUTION SRL;Receptie;3680;MIHAI PREDA;;202605288;NEPROCESAT_6003;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:39;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180022;180022;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:42;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180021;180021;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:44;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180020;180020;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:46;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180019;180019;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:49;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180018;180018;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:50;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180017;180017;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:52;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180016;180016;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 11:04:53;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;REC100;DEPAMBB;180015;180015;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3680;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 15:01:07;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;DEPAMBB;DEPAMB;180015;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3680;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 15:01:30;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMBC;DEPAMB;179835;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 19:52:03;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;;INS.DPP;;180288;IN3516;Depozit Principal;GEORGES DELLIS & CO G.P.;Receptie;480;Patrick Patrascu;;373;NIR05475;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
07/05/2026 19:53:30;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;;INS.DPP;;180287;IN3516;Depozit Principal;GEORGES DELLIS & CO G.P.;Receptie;450;Patrick Patrascu;;373;NIR05475;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
07/05/2026 19:56:15;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;;INS.DPP;;180286;IN3516;Depozit Principal;GEORGES DELLIS & CO G.P.;Receptie;504;Patrick Patrascu;;373;NIR05475;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
07/05/2026 21:05:47;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMBC;DEPAMB;179844;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;450;Andrei Bodirlau;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
07/05/2026 23:17:38;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;DEPAMBB;DEPAMB;180016;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI MIHALACHE;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
08/05/2026 08:00:57;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMBC;DEPAMB;179836;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;450;Razvan Nistor;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
08/05/2026 11:12:52;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;INS.DPP;ULMA;180287;180287;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
08/05/2026 17:37:26;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;DEPAMBB;DEPAMB;180020;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;Andrei Bodirlau;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
08/05/2026 22:17:05;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;INS.DPP;MASA;180288;180288;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;480;Andrei Bodirlau;;;;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
08/05/2026 22:58:07;10002;CUTIE FRESH DIM INTERIOARA 342x342x208MM;DEPAMBC;DEPAMB;179837;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;450;MIHAI PREDA;;;;260506;BUCATA;Oceanis Seafood Europa S.R.L.;
09/05/2026 13:02:09;DS099904468;REFRIGERAT-P PASTRAV EVISCERAT 200-350 GRECIA;INS.DPP;ULMA;180286;180286;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;504;MIHAI PREDA;;;;050526-D2;Kilogram;Oceanis Seafood Europa S.R.L.;
09/05/2026 13:44:17;50012;CASEROLE PP TRANSPARENTE 325x160x50MM ABS INCLUS;DEPAMBB;DEPAMB;180017;;M8__662C7F41;Depozit Principal;;Mutare intre gestiuni;3600;MIHAI PREDA;;;;260507;BUCATA;Oceanis Seafood Europa S.R.L.;
05/05/2026 13:11:27;60001;GAZ ALIMENTAR ALISOL;DEPAMB;DEPAMB;;;;Depozit Principal;;Ajustare negativa;-90.238;CEZAR VADUVA;COR STOC;;;260423;M3;Oceanis Seafood Europa S.R.L.;cor stoc / verificare trasabilitate
05/05/2026 13:20:36;60001;GAZ ALIMENTAR ALISOL;DEPAMB;DEPAMB;;;;Depozit Principal;;Ajustare pozitiva;800;CEZAR VADUVA;COR STOC;;;260423;M3;Oceanis Seafood Europa S.R.L.;cor stoc
02/04/2026 05:01:22;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029661_AE;Depozit Principal;;Ajustare negativa;-2243.7;MIHAI MIHALACHE;PRODUCTION-IN;0029661_AE;0029661_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029661_AE
03/04/2026 14:07:15;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029784_AE;Depozit Principal;;Ajustare negativa;-1963.5;Adrian Oprea;PRODUCTION-IN;0029784_AE;0029784_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029784_AE
06/04/2026 13:21:49;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029921_AE;Depozit Principal;;Ajustare negativa;-1071;Adrian Oprea;PRODUCTION-IN;0029921_AE;0029921_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029921_AE
06/04/2026 14:32:22;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029929_AE;Depozit Principal;;Ajustare negativa;-552.5;Adrian Oprea;PRODUCTION-IN;0029929_AE;0029929_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029929_AE
06/04/2026 14:35:00;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029939_AE;Depozit Principal;;Ajustare negativa;-935;Adrian Oprea;PRODUCTION-IN;0029939_AE;0029939_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029939_AE
06/04/2026 21:46:49;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029992_AE;Depozit Principal;;Ajustare negativa;-680;MIHAI MIHALACHE;PRODUCTION-IN;0029992_AE;0029992_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029992_AE
07/04/2026 07:13:13;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0029997_AE;Depozit Principal;;Ajustare negativa;-680;Adrian Oprea;PRODUCTION-IN;0029997_AE;0029997_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0029997_AE
08/04/2026 06:19:35;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030095_AE;Depozit Principal;;Ajustare negativa;-357;Adrian Oprea;PRODUCTION-IN;0030095_AE;0030095_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030095_AE
08/04/2026 13:51:16;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030148_AE;Depozit Principal;;Ajustare negativa;-722.5;Adrian Oprea;PRODUCTION-IN;0030148_AE;0030148_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030148_AE
08/04/2026 14:19:07;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030150_AE;Depozit Principal;;Ajustare negativa;-807.5;Adrian Oprea;PRODUCTION-IN;0030150_AE;0030150_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030150_AE
09/04/2026 19:45:22;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030314_AE;Depozit Principal;;Ajustare negativa;-357;Adrian Oprea;PRODUCTION-IN;0030314_AE;0030314_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030314_AE
09/04/2026 19:57:51;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030316_AE;Depozit Principal;;Ajustare negativa;-510;Adrian Oprea;PRODUCTION-IN;0030316_AE;0030316_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030316_AE
09/04/2026 20:20:41;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030319_AE;Depozit Principal;;Ajustare negativa;-595;Adrian Oprea;PRODUCTION-IN;0030319_AE;0030319_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030319_AE
13/04/2026 11:43:36;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030327_AE;Depozit Principal;;Ajustare negativa;-102.111;Adrian Oprea;PRODUCTION-IN;0030327_AE;0030327_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030327_AE
13/04/2026 11:44:11;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030331_AE;Depozit Principal;;Ajustare negativa;-855;Adrian Oprea;PRODUCTION-IN;0030331_AE;0030331_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030331_AE
13/04/2026 11:46:11;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030339_AE;Depozit Principal;;Ajustare negativa;-950;Adrian Oprea;PRODUCTION-IN;0030339_AE;0030339_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030339_AE
13/04/2026 11:49:13;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030341_AE;Depozit Principal;;Ajustare negativa;-522.5;Adrian Oprea;PRODUCTION-IN;0030341_AE;0030341_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030341_AE
13/04/2026 11:51:09;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030343_AE;Depozit Principal;;Ajustare negativa;-1140;Adrian Oprea;PRODUCTION-IN;0030343_AE;0030343_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030343_AE
13/04/2026 13:54:01;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030345_AE;Depozit Principal;;Ajustare negativa;-1071;Adrian Oprea;PRODUCTION-IN;0030345_AE;0030345_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030345_AE
13/04/2026 13:54:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0030345_AE;Depozit Principal;;Ajustare negativa;-132.3;Adrian Oprea;PRODUCTION-IN;0030345_AE;0030345_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030345_AE
13/04/2026 13:58:12;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0030348_AE;Depozit Principal;;Ajustare negativa;-425;Adrian Oprea;PRODUCTION-IN;0030348_AE;0030348_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0030348_AE
