Data;Cod articol;Denumire articol;Locatie sursa;Locatie destinatie;Palet sursa;Palet destinatie;Numar comanda;Depozit;Partener;Tip operatiune;Cantitate;Persoana;Cod-motiv;Document intrare;Document comanda;Lot;UM;Proprietar;Detalii
27/04/2026 19:50:18;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031356_AE;Depozit Principal;;Ajustare negativa;-51;Andrei Bodirlau;PRODUCTION-IN;0031356_AE;0031356_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031356_AE
27/04/2026 20:16:09;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031358_DC;Depozit Principal;;Ajustare negativa;-131.25;Andrei Bodirlau;PRODUCTION-IN;0031358_DC;0031358_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031358_DC
27/04/2026 20:12:57;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031363_AE;Depozit Principal;;Ajustare negativa;-35.7;Andrei Bodirlau;PRODUCTION-IN;0031363_AE;0031363_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031363_AE
27/04/2026 21:05:11;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031365_AE;Depozit Principal;;Ajustare negativa;-133.2;Andrei Bodirlau;PRODUCTION-IN;0031365_AE;0031365_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031365_AE
27/04/2026 21:20:36;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031367_AE;Depozit Principal;;Ajustare negativa;-18;Andrei Bodirlau;PRODUCTION-IN;0031367_AE;0031367_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031367_AE
27/04/2026 22:06:21;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031369_AE;Depozit Principal;;Ajustare negativa;-1139.6;Andrei Bodirlau;PRODUCTION-IN;0031369_AE;0031369_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031369_AE
27/04/2026 22:15:13;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031372_AE;Depozit Principal;;Ajustare negativa;-855;Andrei Bodirlau;PRODUCTION-IN;0031372_AE;0031372_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031372_AE
27/04/2026 22:58:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031374_DC;Depozit Principal;;Ajustare negativa;-157.5;Andrei Bodirlau;PRODUCTION-IN;0031374_DC;0031374_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031374_DC
27/04/2026 23:22:21;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031377_AE;Depozit Principal;;Ajustare negativa;-189;Andrei Bodirlau;PRODUCTION-IN;0031377_AE;0031377_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031377_AE
27/04/2026 23:47:30;60001;GAZ ALIMENTAR ALISOL;DEPAMB;DEPAMB;;;0031379_DC;Depozit Principal;;Ajustare negativa;-9.45;Andrei Bodirlau;PRODUCTION-IN;0031379_DC;0031379_DC;260423;M3;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031379_DC
27/04/2026 23:47:31;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031379_DC;Depozit Principal;;Ajustare negativa;-110.25;Andrei Bodirlau;PRODUCTION-IN;0031379_DC;0031379_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031379_DC
28/04/2026 00:06:00;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031383_DC;Depozit Principal;;Ajustare negativa;-45.9;Andrei Bodirlau;PRODUCTION-IN;0031383_DC;0031383_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031383_DC
28/04/2026 01:00:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031385_AE;Depozit Principal;;Ajustare negativa;-45.9;Andrei Bodirlau;PRODUCTION-IN;0031385_AE;0031385_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031385_AE
28/04/2026 01:41:43;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031387_DC;Depozit Principal;;Ajustare negativa;-115.5;Andrei Bodirlau;PRODUCTION-IN;0031387_DC;0031387_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031387_DC
28/04/2026 01:37:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031389_AE;Depozit Principal;;Ajustare negativa;-44.1;Andrei Bodirlau;PRODUCTION-IN;0031389_AE;0031389_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031389_AE
28/04/2026 02:17:56;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031391_AE;Depozit Principal;;Ajustare negativa;-94.5;Andrei Bodirlau;PRODUCTION-IN;0031391_AE;0031391_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031391_AE
28/04/2026 02:10:20;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031393_DC;Depozit Principal;;Ajustare negativa;-57.75;Andrei Bodirlau;PRODUCTION-IN;0031393_DC;0031393_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031393_DC
28/04/2026 09:19:32;60001;GAZ ALIMENTAR ALISOL;DEPAMB;DEPAMB;;;0031395_AE;Depozit Principal;;Ajustare negativa;-18.9;Razvan Nistor;PRODUCTION-IN;0031395_AE;0031395_AE;260423;M3;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031395_AE
28/04/2026 09:19:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031395_AE;Depozit Principal;;Ajustare negativa;-220.5;Razvan Nistor;PRODUCTION-IN;0031395_AE;0031395_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031395_AE
28/04/2026 08:17:46;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031397_DC;Depozit Principal;;Ajustare negativa;-57.75;Razvan Nistor;PRODUCTION-IN;0031397_DC;0031397_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031397_DC
28/04/2026 08:30:02;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031399_DC;Depozit Principal;;Ajustare negativa;-110.25;Razvan Nistor;PRODUCTION-IN;0031399_DC;0031399_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031399_DC
28/04/2026 08:53:56;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031401_AE;Depozit Principal;;Ajustare negativa;-36.75;Razvan Nistor;PRODUCTION-IN;0031401_AE;0031401_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031401_AE
28/04/2026 09:05:49;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031403_EV;Depozit Principal;;Ajustare negativa;-285;Razvan Nistor;PRODUCTION-IN;0031403_EV;0031403_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0031403_EV
28/04/2026 09:34:17;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031405_AE;Depozit Principal;;Ajustare negativa;-38.76;Razvan Nistor;PRODUCTION-IN;0031405_AE;0031405_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031405_AE
28/04/2026 10:38:35;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031407_DC;Depozit Principal;;Ajustare negativa;-28.5;Razvan Nistor;PRODUCTION-IN;0031407_DC;0031407_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031407_DC
28/04/2026 10:41:28;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031409_FL;Depozit Principal;;Ajustare negativa;-180.5;Razvan Nistor;PRODUCTION-IN;0031409_FL;0031409_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0031409_FL
28/04/2026 10:47:04;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031411_FL;Depozit Principal;;Ajustare negativa;-28.5;Razvan Nistor;PRODUCTION-IN;0031411_FL;0031411_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0031411_FL
28/04/2026 10:50:35;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031413_EV;Depozit Principal;;Ajustare negativa;-9.5;Razvan Nistor;PRODUCTION-IN;0031413_EV;0031413_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0031413_EV
28/04/2026 11:36:06;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031415_FL;Depozit Principal;;Ajustare negativa;-2.1;Razvan Nistor;PRODUCTION-IN;0031415_FL;0031415_FL;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: FILETARE 0031415_FL
28/04/2026 11:59:54;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031417_DC;Depozit Principal;;Ajustare negativa;-1140;Razvan Nistor;PRODUCTION-IN;0031417_DC;0031417_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031417_DC
28/04/2026 14:40:00;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031419_DC;Depozit Principal;;Ajustare negativa;-680;Razvan Nistor;PRODUCTION-IN;0031419_DC;0031419_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031419_DC
28/04/2026 13:37:33;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031421_DC;Depozit Principal;;Ajustare negativa;-16;Razvan Nistor;PRODUCTION-IN;0031421_DC;0031421_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031421_DC
28/04/2026 13:38:01;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031423_DC;Depozit Principal;;Ajustare negativa;-80;Razvan Nistor;PRODUCTION-IN;0031423_DC;0031423_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031423_DC
28/04/2026 13:40:44;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031425_DC;Depozit Principal;;Ajustare negativa;-83.2;Razvan Nistor;PRODUCTION-IN;0031425_DC;0031425_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031425_DC
28/04/2026 13:42:41;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031429_DC;Depozit Principal;;Ajustare negativa;-4.1;Razvan Nistor;PRODUCTION-IN;0031429_DC;0031429_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031429_DC
28/04/2026 13:43:09;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031432_DC;Depozit Principal;;Ajustare negativa;-4.1;Razvan Nistor;PRODUCTION-IN;0031432_DC;0031432_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031432_DC
28/04/2026 13:43:39;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031434_DC;Depozit Principal;;Ajustare negativa;-451.2;Razvan Nistor;PRODUCTION-IN;0031434_DC;0031434_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031434_DC
28/04/2026 14:32:05;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031436_DC;Depozit Principal;;Ajustare negativa;-71.4;Razvan Nistor;PRODUCTION-IN;0031436_DC;0031436_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031436_DC
28/04/2026 14:33:35;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031438_DC;Depozit Principal;;Ajustare negativa;-130.2;Razvan Nistor;PRODUCTION-IN;0031438_DC;0031438_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031438_DC
28/04/2026 14:36:52;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031440_DC;Depozit Principal;;Ajustare negativa;-54.6;Razvan Nistor;PRODUCTION-IN;0031440_DC;0031440_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031440_DC
28/04/2026 14:22:56;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031442_DC;Depozit Principal;;Ajustare negativa;-163.8;Razvan Nistor;PRODUCTION-IN;0031442_DC;0031442_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031442_DC
28/04/2026 15:05:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031444_DC;Depozit Principal;;Ajustare negativa;-56.1;Andrei Bodirlau;PRODUCTION-IN;0031444_DC;0031444_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031444_DC
28/04/2026 17:10:10;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031446_DC;Depozit Principal;;Ajustare negativa;-320.25;Andrei Bodirlau;PRODUCTION-IN;0031446_DC;0031446_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031446_DC
28/04/2026 15:13:04;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031449_DC;Depozit Principal;;Ajustare negativa;-13.5;Andrei Bodirlau;PRODUCTION-IN;0031449_DC;0031449_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031449_DC
28/04/2026 15:14:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031451_EV;Depozit Principal;;Ajustare negativa;-19;Andrei Bodirlau;PRODUCTION-IN;0031451_EV;0031451_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0031451_EV
28/04/2026 15:16:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031453_EV;Depozit Principal;;Ajustare negativa;-19;Andrei Bodirlau;PRODUCTION-IN;0031453_EV;0031453_EV;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: EVICERARE 0031453_EV
28/04/2026 15:18:16;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031455_DC;Depozit Principal;;Ajustare negativa;-28.5;Andrei Bodirlau;PRODUCTION-IN;0031455_DC;0031455_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031455_DC
28/04/2026 16:37:19;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031461_AE;Depozit Principal;;Ajustare negativa;-154.35;Andrei Bodirlau;PRODUCTION-IN;0031461_AE;0031461_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031461_AE
28/04/2026 20:59:22;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031465_AE;Depozit Principal;;Ajustare negativa;-273;Andrei Bodirlau;PRODUCTION-IN;0031465_AE;0031465_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031465_AE
28/04/2026 21:07:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031467_DC;Depozit Principal;;Ajustare negativa;-252;Andrei Bodirlau;PRODUCTION-IN;0031467_DC;0031467_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031467_DC
28/04/2026 20:57:05;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031469_AE;Depozit Principal;;Ajustare negativa;-273;Andrei Bodirlau;PRODUCTION-IN;0031469_AE;0031469_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031469_AE
28/04/2026 21:19:17;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031471_AE;Depozit Principal;;Ajustare negativa;-142.5;Andrei Bodirlau;PRODUCTION-IN;0031471_AE;0031471_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031471_AE
28/04/2026 22:45:14;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031474_DC;Depozit Principal;;Ajustare negativa;-100.8;Andrei Bodirlau;PRODUCTION-IN;0031474_DC;0031474_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031474_DC
28/04/2026 21:38:50;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031476_AE;Depozit Principal;;Ajustare negativa;-577.2;Andrei Bodirlau;PRODUCTION-IN;0031476_AE;0031476_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031476_AE
28/04/2026 21:42:31;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031478_DC;Depozit Principal;;Ajustare negativa;-4;Andrei Bodirlau;PRODUCTION-IN;0031478_DC;0031478_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031478_DC
28/04/2026 21:44:13;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031480_DC;Depozit Principal;;Ajustare negativa;-3;Andrei Bodirlau;PRODUCTION-IN;0031480_DC;0031480_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031480_DC
28/04/2026 21:45:41;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031482_DC;Depozit Principal;;Ajustare negativa;-9;Andrei Bodirlau;PRODUCTION-IN;0031482_DC;0031482_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031482_DC
28/04/2026 23:23:24;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0031484_AE;Depozit Principal;;Ajustare negativa;-1360;Andrei Bodirlau;PRODUCTION-IN;0031484_AE;0031484_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031484_AE
28/04/2026 23:23:26;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031484_AE;Depozit Principal;;Ajustare negativa;-168;Andrei Bodirlau;PRODUCTION-IN;0031484_AE;0031484_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031484_AE
28/04/2026 23:24:19;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0031486_AE;Depozit Principal;;Ajustare negativa;-680;Andrei Bodirlau;PRODUCTION-IN;0031486_AE;0031486_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031486_AE
28/04/2026 23:24:22;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031486_AE;Depozit Principal;;Ajustare negativa;-84;Andrei Bodirlau;PRODUCTION-IN;0031486_AE;0031486_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031486_AE
28/04/2026 23:07:48;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031488_DC;Depozit Principal;;Ajustare negativa;-45.9;Andrei Bodirlau;PRODUCTION-IN;0031488_DC;0031488_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031488_DC
28/04/2026 23:12:40;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031490_DC;Depozit Principal;;Ajustare negativa;-20.4;Andrei Bodirlau;PRODUCTION-IN;0031490_DC;0031490_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031490_DC
28/04/2026 23:17:50;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031492_DC;Depozit Principal;;Ajustare negativa;-380;Andrei Bodirlau;PRODUCTION-IN;0031492_DC;0031492_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031492_DC
29/04/2026 11:25:40;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031494_AE;Depozit Principal;;Ajustare negativa;-2555.5;Razvan Nistor;PRODUCTION-IN;0031494_AE;0031494_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031494_AE
29/04/2026 09:21:13;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031500_AE;Depozit Principal;;Ajustare negativa;-257.04;Razvan Nistor;PRODUCTION-IN;0031500_AE;0031500_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031500_AE
29/04/2026 13:09:38;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031502_DC;Depozit Principal;;Ajustare negativa;-150.96;Razvan Nistor;PRODUCTION-IN;0031502_DC;0031502_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031502_DC
29/04/2026 14:24:25;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031504_DC;Depozit Principal;;Ajustare negativa;-395.85;Razvan Nistor;PRODUCTION-IN;0031504_DC;0031504_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031504_DC
29/04/2026 10:10:34;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031506_DC;Depozit Principal;;Ajustare negativa;-6.46;Razvan Nistor;PRODUCTION-IN;0031506_DC;0031506_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031506_DC
29/04/2026 13:03:42;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031508_AE;Depozit Principal;;Ajustare negativa;-1702;Razvan Nistor;PRODUCTION-IN;0031508_AE;0031508_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031508_AE
29/04/2026 13:44:19;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031510_AE;Depozit Principal;;Ajustare negativa;-40.95;Razvan Nistor;PRODUCTION-IN;0031510_AE;0031510_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031510_AE
29/04/2026 17:34:10;20020;"FILM IMPRIMAT ""FRESH FISH TODAY"" PASTRAV CURCUBEU LIDL";DEPAMB;DEPAMB;;;0031512_AE;Depozit Principal;;Ajustare negativa;-4573;Andrei Bodirlau;PRODUCTION-IN;0031512_AE;0031512_AE;12.02.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031512_AE
29/04/2026 17:34:12;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031512_AE;Depozit Principal;;Ajustare negativa;-564.9;Andrei Bodirlau;PRODUCTION-IN;0031512_AE;0031512_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031512_AE
29/04/2026 14:53:43;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031514_DC;Depozit Principal;;Ajustare negativa;-1529.5;Razvan Nistor;PRODUCTION-IN;0031514_DC;0031514_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031514_DC
29/04/2026 16:58:18;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031516_DC;Depozit Principal;;Ajustare negativa;-147.9;Razvan Nistor;PRODUCTION-IN;0031516_DC;0031516_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031516_DC
29/04/2026 17:15:05;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031520_DC;Depozit Principal;;Ajustare negativa;-2;Andrei Bodirlau;PRODUCTION-IN;0031520_DC;0031520_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031520_DC
29/04/2026 17:13:11;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031522_DC;Depozit Principal;;Ajustare negativa;-285.6;Andrei Bodirlau;PRODUCTION-IN;0031522_DC;0031522_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031522_DC
29/04/2026 19:31:27;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031524_AE;Depozit Principal;;Ajustare negativa;-1798.2;Andrei Bodirlau;PRODUCTION-IN;0031524_AE;0031524_AE;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: AMBALARE - ETICHETARE 0031524_AE
29/04/2026 18:18:51;40003;ETICHETE DIRECT TERMICE 90x60MM;DEPAMB;DEPAMB;;;0031526_DC;Depozit Principal;;Ajustare negativa;-748;Andrei Bodirlau;PRODUCTION-IN;0031526_DC;0031526_DC;31.03.26;BUCATA;Oceanis Seafood Europa S.R.L.;Order production number: DECONGELARE 0031526_DC
